cluster_id	sim_ave	sim_min	sim_max	size	composed_go
cluster_2146	1.00000	1.00000	1.00000	15	GO:0071889
cluster_2147	1.00000	1.00000	1.00000	3	GO:0047634
cluster_2148	0.92725	0.81570	1.00000	20	GO:0043842
cluster_2149	0.90278	0.75000	1.00000	9	GO:0004757
cluster_2150	0.63827	0.26917	1.00000	161	GO:0005515;GO:0005198
cluster_2151	0.72425	0.43636	1.00000	25	GO:0016790;GO:0042802;GO:0160215;GO:0052689;GO:0008289;GO:0061676;GO:0016929;GO:0098599;GO:0046983
cluster_2152	0.90552	0.68740	1.00000	22	GO:0018820;GO:0004089;GO:0004064;GO:0008270
cluster_2153	0.96547	0.86055	1.00000	15	GO:0008408
cluster_2154	0.99953	0.94053	1.00000	254	GO:0031720;GO:0019825;GO:0005344;GO:0004601;GO:0043177;GO:0020037;GO:0005506
cluster_2155	0.96351	0.67326	1.00000	45	GO:0009881;GO:0005216
cluster_2156	0.98933	0.88797	1.00000	21	GO:0003899;GO:0051539
cluster_2157	1.00000	1.00000	1.00000	11	GO:0008829;GO:0004170
cluster_2158	1.00000	1.00000	1.00000	20	GO:0070497
cluster_2159	0.68890	0.28618	1.00000	37	GO:0060089
cluster_2160	0.64470	0.31494	1.00000	61	GO:0015144;GO:0033300
cluster_2161	1.00000	1.00000	1.00000	13	GO:0018786;GO:0004301
cluster_2162	0.81162	0.62509	1.00000	20	GO:0035312;GO:0003684;GO:0008800
cluster_2163	0.81731	0.48215	1.00000	17	GO:0035197;GO:0003725;GO:0070883;GO:0035198;GO:0042803
cluster_2164	0.96650	0.72634	1.00000	23	GO:0005172;GO:0042056;GO:0008083;GO:0090729
cluster_2165	0.95190	0.83945	1.00000	20	GO:0052629;GO:0004438;GO:0004721;GO:0060090;GO:0019899;GO:0008270
cluster_2166	0.81372	0.34610	1.00000	23	GO:0009881;GO:0071949
cluster_2167	1.00000	1.00000	1.00000	15	GO:0061666
cluster_2168	1.00000	1.00000	1.00000	25	GO:0140663
cluster_2169	0.98099	0.76241	1.00000	25	GO:0042124
cluster_2170	0.97577	0.78355	1.00000	18	GO:0019863;GO:0004252
cluster_2171	0.69449	0.33051	1.00000	48	GO:0042802
cluster_2172	0.91284	0.80026	1.00000	11	GO:0061769;GO:0050262
cluster_2173	0.83713	0.54524	1.00000	33	GO:0004517;GO:0005516;GO:0010181;GO:0050660;GO:0050661;GO:0020037;GO:0034617;GO:0097110;GO:0046872;GO:0051879
cluster_2174	1.00000	1.00000	1.00000	55	GO:0031491
cluster_2175	1.00000	1.00000	1.00000	37	GO:0008108
cluster_2176	0.90355	0.76423	1.00000	12	GO:0047869
cluster_2177	0.91415	0.52087	1.00000	14	GO:0003964
cluster_2178	0.94120	0.73588	1.00000	17	GO:0050825
cluster_2179	0.98484	0.76851	1.00000	29	GO:0003723;GO:0005524
cluster_2180	0.92127	0.77533	1.00000	21	GO:0008817
cluster_2181	0.95989	0.57888	1.00000	21	GO:0008013
cluster_2182	0.98260	0.73029	1.00000	31	GO:0050501
cluster_2183	0.82845	0.52587	1.00000	16	GO:0002039
cluster_2184	0.88076	0.43530	1.00000	12	GO:0062050
cluster_2185	0.76486	0.27633	1.00000	43	GO:0046982;GO:0051015;GO:0042803
cluster_2186	0.62515	0.30182	1.00000	17	GO:0031418;GO:0016491;GO:0046872
cluster_2187	0.97359	0.85473	1.00000	11	GO:0050371
cluster_2188	0.90862	0.75065	1.00000	16	GO:0000257
cluster_2189	0.99924	0.95208	1.00000	252	GO:0031721;GO:0031720;GO:0019825;GO:0005344;GO:0004601;GO:0043177;GO:0020037
cluster_2190	0.99742	0.99498	1.00000	17	GO:0042497
cluster_2191	0.84501	0.49283	1.00000	26	GO:0005112
cluster_2192	NA	NA	NA	1	GO:0003714;GO:0003684;GO:0048018;GO:0008289
cluster_2193	0.84251	0.69886	1.00000	6	GO:0101005;GO:0060090;GO:0008234
cluster_2194	0.88652	0.52890	1.00000	22	GO:0008108
cluster_2195	1.00000	1.00000	1.00000	90	GO:0004522
cluster_2196	1.00000	1.00000	1.00000	230	GO:0031720;GO:0019825;GO:0005344;GO:0004601;GO:0043177;GO:0020037
cluster_2197	1.00000	1.00000	1.00000	2	GO:0140496
cluster_2198	1.00000	1.00000	1.00000	23	GO:0032216
cluster_2199	0.89269	0.73313	1.00000	31	GO:0140853;GO:0005113;GO:0005509;GO:0016015;GO:0008233
cluster_2200	0.92895	0.82001	1.00000	20	GO:0016788
cluster_2201	0.67752	0.32906	1.00000	74	GO:0004714
cluster_2202	0.69271	0.39034	1.00000	46	GO:0016811;GO:0008233
cluster_2203	0.99808	0.98945	1.00000	11	GO:0097108;GO:0005113;GO:0015026;GO:0008201;GO:0042803
cluster_2204	0.56162	0.25398	1.00000	64	GO:0005102;GO:0030159;GO:0043548;GO:0019904;GO:1990782;GO:0099186;GO:0097110;GO:0042802;GO:0044877;GO:0030234
cluster_2205	0.84825	0.51683	1.00000	17	GO:0005112
cluster_2206	1.00000	1.00000	1.00000	20	GO:0008658;GO:0008800
cluster_2207	0.94895	0.87521	1.00000	33	GO:0015647
cluster_2208	0.92788	0.60334	1.00000	11	GO:0042134
cluster_2209	0.78896	0.52319	1.00000	7	GO:0016788;GO:0003723
cluster_2210	0.78697	0.39941	1.00000	20	GO:0051861
cluster_2211	1.00000	1.00000	1.00000	22	GO:0003677;GO:0016787
cluster_2212	0.75485	0.45401	1.00000	34	GO:0043295;GO:0016765;GO:0042802;GO:0046983;GO:0019899;GO:0019855;GO:0044325;GO:0008289;GO:0031406;GO:0016491
cluster_2213	0.73490	0.37346	1.00000	19	GO:0004064
cluster_2214	0.85711	0.74655	1.00000	11	GO:0140597;GO:0051087;GO:0042803;GO:0140318
cluster_2215	0.92479	0.78368	1.00000	14	GO:1903136;GO:0031802;GO:1903135;GO:0019828;GO:0140693;GO:0001540;GO:0002020;GO:0008017;GO:0005539;GO:0038023
cluster_2216	0.86558	0.56719	1.00000	20	GO:0043531
cluster_2217	1.00000	1.00000	1.00000	22	GO:0009022;GO:0000175;GO:0000049
cluster_2218	0.97407	0.81846	1.00000	14	GO:0009037
cluster_2219	0.82019	0.31896	1.00000	43	GO:0060090
cluster_2220	1.00000	1.00000	1.00000	13	GO:0004589
cluster_2221	0.98382	0.82541	1.00000	25	GO:0004160;GO:0051537;GO:0000287
cluster_2222	0.86943	0.50000	1.00000	16	GO:0030492;GO:0016209
cluster_2223	0.90635	0.48412	1.00000	37	GO:0008677
cluster_2224	1.00000	1.00000	1.00000	3	GO:0050640
cluster_2225	0.57608	0.25766	1.00000	12	GO:0005515
cluster_2226	0.80864	0.57521	1.00000	17	GO:0004908;GO:0061809
cluster_2227	0.72922	0.31698	1.00000	47	GO:0003725
cluster_2228	0.70185	0.35759	1.00000	54	GO:0016741;GO:0140101;GO:0016597
cluster_2229	0.98551	0.94601	1.00000	20	GO:0004506
cluster_2230	0.89523	0.39079	1.00000	178	GO:0019825;GO:0005344;GO:0020037;GO:0016491;GO:0071949;GO:0046872
cluster_2231	0.97714	0.92486	1.00000	12	GO:0048101;GO:0004117;GO:0005516
cluster_2232	0.98570	0.82120	1.00000	25	GO:0004602
cluster_2233	0.82865	0.37881	1.00000	59	GO:0003697;GO:0008047
cluster_2234	0.94389	0.76139	1.00000	18	GO:0003688;GO:0003678;GO:0003697;GO:0016887;GO:0005524
cluster_2235	0.97829	0.93823	1.00000	27	GO:0015288;GO:0005244;GO:0005253
cluster_2236	0.95798	0.63797	1.00000	35	GO:0016851
cluster_2237	0.82919	0.58714	1.00000	15	GO:0003918;GO:0042802;GO:0005080;GO:0003677;GO:0043130;GO:0046983;GO:0003682;GO:0005524;GO:0046872
cluster_2238	0.99658	0.96924	1.00000	18	GO:0047334;GO:0070095;GO:0003872;GO:0016208;GO:0048029;GO:0042802
cluster_2239	0.66255	0.32695	1.00000	43	GO:0038023;GO:0044877;GO:0050840;GO:0005515;GO:0004713;GO:0046872
cluster_2240	0.99835	0.99457	1.00000	12	GO:0033926;GO:0004575
cluster_2241	0.95017	0.80626	1.00000	12	GO:0004788;GO:0030975
cluster_2242	0.84652	0.45692	1.00000	45	GO:0031386
cluster_2243	0.99241	0.84132	1.00000	55	GO:0004587
cluster_2244	1.00000	1.00000	1.00000	11	GO:0004758
cluster_2245	1.00000	1.00000	1.00000	15	GO:0004140;GO:0004595
cluster_2246	0.98430	0.86632	1.00000	33	GO:0042500
cluster_2247	1.00000	1.00000	1.00000	21	GO:0004565
cluster_2248	0.91002	0.54881	1.00000	14	GO:0036122
cluster_2249	0.67303	0.27134	1.00000	51	GO:0140097;GO:0003677
cluster_2250	0.96320	0.63254	1.00000	22	GO:0010242
cluster_2251	0.80795	0.59140	1.00000	19	GO:0048030;GO:0043236
cluster_2252	0.98939	0.95452	1.00000	16	GO:0004867;GO:0008200
cluster_2253	0.97774	0.92056	1.00000	16	GO:0010427;GO:0004864;GO:0038023;GO:0042803
cluster_2254	0.99549	0.98001	1.00000	32	GO:0008083;GO:0005179
cluster_2255	0.96017	0.57002	1.00000	65	GO:0008010
cluster_2256	0.94484	0.78040	1.00000	14	GO:0045735;GO:0004857;GO:0061135
cluster_2257	1.00000	1.00000	1.00000	25	GO:0005344
cluster_2258	0.95993	0.68014	1.00000	43	GO:0004156
cluster_2259	0.97775	0.86334	1.00000	13	GO:0090486
cluster_2260	1.00000	1.00000	1.00000	23	GO:0015616
cluster_2261	0.99190	0.93924	1.00000	15	GO:0071972
cluster_2262	0.75140	0.49464	1.00000	58	GO:0140993;GO:0140457;GO:0003712;GO:0016706;GO:0008270;GO:0016279;GO:0003682;GO:0003677
cluster_2263	0.55904	0.26562	1.00000	34	GO:0016616;GO:0070403
cluster_2264	1.00000	1.00000	1.00000	11	GO:0034353
cluster_2265	0.78709	0.57242	1.00000	12	GO:0030881
cluster_2266	1.00000	1.00000	1.00000	2	GO:0030782
cluster_2267	0.75292	0.35443	1.00000	79	GO:0001664
cluster_2268	0.84363	0.64676	1.00000	23	GO:0043530
cluster_2269	0.78064	0.53522	1.00000	20	GO:0042284
cluster_2270	0.92680	0.65889	1.00000	10	GO:0106344
cluster_2271	0.93735	0.83334	1.00000	31	GO:0008240;GO:0004252;GO:0120146;GO:0035727;GO:0046872
cluster_2272	1.00000	1.00000	1.00000	12	GO:0004483;GO:0004482;GO:0003968;GO:0003725;GO:0003724;GO:0004252;GO:0046983;GO:0005525;GO:0016887;GO:0005198
cluster_2273	0.79279	0.52717	1.00000	15	GO:0055106
cluster_2274	1.00000	1.00000	1.00000	16	GO:0050440;GO:0036440
cluster_2275	0.95759	0.53477	1.00000	66	GO:0004616
cluster_2276	1.00000	1.00000	1.00000	9	GO:0050520
cluster_2277	0.97113	0.76132	1.00000	32	GO:0004846
cluster_2278	0.90278	0.75000	1.00000	9	GO:0045152;GO:0043856
cluster_2279	0.88372	0.63448	1.00000	28	GO:0043047;GO:0003684;GO:0008270
cluster_2280	0.88297	0.42035	1.00000	40	GO:0003990
cluster_2281	0.82279	0.75000	1.00000	4	GO:0033815
cluster_2282	0.99999	0.99992	1.00000	22	GO:0003747
cluster_2283	0.82439	0.57930	1.00000	10	GO:0046332
cluster_2284	0.65818	0.30510	1.00000	41	GO:0004364;GO:0016034
cluster_2285	0.95924	0.79500	1.00000	19	GO:0004784
cluster_2286	0.52047	0.25055	1.00000	56	GO:0030234
cluster_2287	0.83760	0.60571	1.00000	11	GO:0017174;GO:0016594;GO:1904047;GO:0052730;GO:0005542;GO:0042802;GO:0016596;GO:0016595
cluster_2288	0.77459	0.47080	1.00000	14	GO:0098882;GO:0031267;GO:0044325;GO:0019904
cluster_2289	0.75102	0.52390	1.00000	12	GO:0030276;GO:0035615
cluster_2290	0.59287	0.27407	1.00000	83	GO:0004888;GO:0140375;GO:0048018;GO:0015026
cluster_2291	0.90408	0.78479	1.00000	17	GO:0120501;GO:0071949;GO:0003779;GO:0016174
cluster_2292	0.90398	0.57439	1.00000	26	GO:0061630;GO:0008092;GO:0008270
cluster_2293	0.71714	0.35818	1.00000	27	GO:0050486
cluster_2294	0.94135	0.77246	1.00000	18	GO:0004591;GO:0030976
cluster_2295	0.91087	0.59649	1.00000	31	GO:0030215;GO:0045499
cluster_2296	0.91529	0.53899	1.00000	38	GO:0030276
cluster_2297	0.63748	0.29097	1.00000	20	GO:0042287
cluster_2298	0.85501	0.62724	1.00000	16	GO:0140313;GO:0005179;GO:0042562;GO:0070699;GO:0042802;GO:0008083;GO:0005125;GO:0044877
cluster_2299	1.00000	1.00000	1.00000	18	GO:0046589
cluster_2300	0.73578	0.43929	1.00000	19	GO:0003847;GO:0047179;GO:0004607;GO:0004623;GO:0004771
cluster_2301	0.82662	0.62500	1.00000	24	GO:0004341
cluster_2302	0.75432	0.38832	1.00000	32	GO:0016887;GO:0008270;GO:0005524;GO:0004529;GO:0008324;GO:0005216;GO:0016874
cluster_2303	1.00000	1.00000	1.00000	13	GO:0008137;GO:0048038;GO:0051287
cluster_2304	0.94645	0.61172	1.00000	17	GO:0004612
cluster_2305	1.00000	1.00000	1.00000	21	GO:0004169
cluster_2306	0.67397	0.38038	1.00000	41	GO:0010329
cluster_2307	1.00000	1.00000	1.00000	16	GO:0016987;GO:0001216;GO:0016779;GO:0003677
cluster_2308	0.98776	0.86536	1.00000	22	GO:0008121;GO:0051537
cluster_2309	0.98917	0.94553	1.00000	19	GO:0009916
cluster_2310	0.81307	0.27282	1.00000	21	GO:0051787
cluster_2311	0.84669	0.48385	1.00000	22	GO:0043424;GO:0009927
cluster_2312	1.00000	1.00000	1.00000	11	GO:0035800
cluster_2313	0.89578	0.57687	1.00000	29	GO:0050524
cluster_2314	1.00000	1.00000	1.00000	58	GO:0030527;GO:0042802;GO:0003677
cluster_2315	1.00000	1.00000	1.00000	18	GO:0004129
cluster_2316	0.77911	0.55539	1.00000	17	GO:0002046
cluster_2317	0.84662	0.73016	1.00000	7	GO:0045294;GO:0019887;GO:0003779;GO:0019209;GO:0003714;GO:0003682;GO:0044877
cluster_2318	0.74773	0.34179	1.00000	48	GO:0042802;GO:0016491
cluster_2319	0.89913	0.53596	1.00000	16	GO:0016706
cluster_2320	1.00000	1.00000	1.00000	12	GO:0062062
cluster_2321	0.73140	0.47081	1.00000	28	GO:0017046;GO:0004888;GO:0140375;GO:0005515;GO:0001653
cluster_2322	0.75143	0.63676	1.00000	5	GO:0120325
cluster_2323	0.92000	0.58769	1.00000	27	GO:0004322;GO:0005507
cluster_2324	0.94497	0.73924	1.00000	19	GO:0017081
cluster_2325	0.97594	0.92715	1.00000	11	GO:0000514;GO:0000515;GO:0005509;GO:0042802
cluster_2326	1.00000	1.00000	1.00000	3	GO:1990430
cluster_2327	0.97150	0.68655	1.00000	22	GO:0047560;GO:0070402
cluster_2328	0.75245	0.35240	1.00000	23	GO:0034632;GO:0019841;GO:0016918
cluster_2329	0.91186	0.71440	1.00000	14	GO:0004106
cluster_2330	0.90771	0.39958	1.00000	31	GO:0004665;GO:0008977;GO:0070403
cluster_2331	0.77282	0.38774	1.00000	25	GO:0046820
cluster_2332	0.97627	0.86704	1.00000	26	GO:0008526
cluster_2333	0.97796	0.83434	1.00000	18	GO:0030247;GO:0106310;GO:0004674
cluster_2334	1.00000	1.00000	1.00000	11	GO:0016297
cluster_2335	0.98254	0.79920	1.00000	23	GO:0004805
cluster_2336	0.98509	0.60294	1.00000	88	GO:0070041;GO:0051539
cluster_2337	0.92063	0.69907	1.00000	14	GO:0008517
cluster_2338	0.98685	0.76339	1.00000	36	GO:0016888;GO:0004386;GO:0016779;GO:0003677;GO:0005198;GO:0005524;GO:0046872
cluster_2339	0.80890	0.37856	1.00000	56	GO:0005048;GO:0008320
cluster_2340	0.87302	0.69958	1.00000	16	GO:0008193
cluster_2341	0.95951	0.75281	1.00000	16	GO:0005509;GO:0003700;GO:0003677
cluster_2342	0.86871	0.59405	1.00000	25	GO:0004402;GO:0042393
cluster_2343	1.00000	1.00000	1.00000	6	GO:0004168
cluster_2344	0.87244	0.65006	1.00000	26	GO:0030276
cluster_2345	0.64054	0.32247	1.00000	20	GO:0004105;GO:0008289;GO:0050997
cluster_2346	0.98551	0.91306	1.00000	12	GO:0008841;GO:0004326
cluster_2347	0.73723	0.59257	1.00000	11	GO:0047627
cluster_2348	1.00000	1.00000	1.00000	24	GO:0008270;GO:0005524
cluster_2349	1.00000	1.00000	1.00000	33	GO:0008107
cluster_2350	0.81111	0.54330	1.00000	26	GO:0004383;GO:0020037;GO:0070026;GO:0005525;GO:0019826;GO:0044877;GO:0046872;GO:0005515
cluster_2351	0.78350	0.59170	1.00000	21	GO:0004931;GO:0001614
cluster_2352	0.93533	0.67770	1.00000	38	GO:0106141
cluster_2353	0.78532	0.27742	1.00000	34	GO:0034061
cluster_2354	0.95016	0.80408	1.00000	12	GO:0000822;GO:0031369;GO:0005543
cluster_2355	1.00000	1.00000	1.00000	17	GO:0000156
cluster_2356	0.95426	0.68649	1.00000	25	GO:0004489;GO:0071949
cluster_2357	0.89931	0.30509	1.00000	21	GO:0030674;GO:0170009
cluster_2358	0.70837	0.41047	1.00000	13	GO:0140416
cluster_2359	1.00000	1.00000	1.00000	11	GO:0016297;GO:0000036
cluster_2360	1.00000	1.00000	1.00000	4	GO:0008431
cluster_2361	0.69676	0.32722	1.00000	22	GO:0141069;GO:0019838;GO:0019955;GO:0050436;GO:0140311;GO:0005509;GO:0060090;GO:0030545;GO:0038023
cluster_2362	1.00000	1.00000	1.00000	30	GO:0005524;GO:0046872
cluster_2363	0.92536	0.79176	1.00000	37	GO:0005092;GO:0005096
cluster_2364	0.89355	0.54391	1.00000	77	GO:0004146;GO:0050661
cluster_2365	0.85027	0.53442	1.00000	14	GO:0050577
cluster_2366	0.69431	0.46482	1.00000	24	GO:0016787;GO:0005515
cluster_2367	0.97371	0.77352	1.00000	29	GO:0004588;GO:0004590
cluster_2368	0.88730	0.45146	1.00000	15	GO:0003755
cluster_2369	NA	NA	NA	1	GO:0062147
cluster_2370	0.85403	0.59607	1.00000	12	GO:0016848;GO:0004364;GO:0004602
cluster_2371	NA	NA	NA	1	GO:0015349;GO:0070324
cluster_2372	0.89687	0.73587	1.00000	13	GO:0018822;GO:0000257
cluster_2373	0.71732	0.45270	1.00000	36	GO:0008194;GO:0016758;GO:0030145;GO:0030246;GO:0140096
cluster_2374	1.00000	1.00000	1.00000	11	GO:0000981;GO:0043565;GO:0008270
cluster_2375	0.92337	0.60426	1.00000	20	GO:0008781
cluster_2376	0.65363	0.34353	1.00000	31	GO:0005528;GO:0003755
cluster_2377	0.99268	0.95974	1.00000	11	GO:0001108
cluster_2378	1.00000	1.00000	1.00000	107	GO:0042314
cluster_2379	0.66264	0.31501	1.00000	26	GO:0003729;GO:0030234;GO:0140677
cluster_2380	0.82110	0.48883	1.00000	63	GO:0046906;GO:0051539;GO:0016491;GO:0046872
cluster_2381	0.82355	0.49383	1.00000	34	GO:0003989;GO:0004658
cluster_2382	0.85461	0.49812	1.00000	58	GO:0016667;GO:0051537
cluster_2383	0.77903	0.42544	1.00000	33	GO:0046870
cluster_2384	0.79321	0.57202	1.00000	29	GO:0008201;GO:0004620;GO:0034185;GO:0052689;GO:0071813;GO:0043395
cluster_2385	0.99742	0.98582	1.00000	11	GO:0017116;GO:0070628;GO:0061631;GO:0003697
cluster_2386	0.91660	0.75462	1.00000	29	GO:0016838;GO:0030170
cluster_2387	1.00000	1.00000	1.00000	16	GO:0004588
cluster_2388	0.94099	0.80924	1.00000	28	GO:0003922;GO:0003921
cluster_2389	0.99518	0.96254	1.00000	30	GO:0102039;GO:0008379
cluster_2390	0.97021	0.76166	1.00000	16	GO:0009824
cluster_2391	0.78676	0.25366	1.00000	29	GO:0008703;GO:0008835;GO:0050661
cluster_2392	0.99998	0.99996	1.00000	13	GO:0141152;GO:0051287
cluster_2393	0.80779	0.32515	1.00000	25	GO:0004309;GO:0000298
cluster_2394	1.00000	1.00000	1.00000	52	GO:0008745
cluster_2395	0.89328	0.83991	1.00000	3	GO:0140397
cluster_2396	0.96707	0.90920	1.00000	14	GO:0004531
cluster_2397	0.98963	0.97703	1.00000	6	GO:0019905
cluster_2398	0.71233	0.43838	1.00000	22	GO:0099106;GO:0044325;GO:0140096;GO:0016248;GO:0016755;GO:0050816;GO:0050815;GO:0070064;GO:0016787;GO:0019904
cluster_2399	0.71265	0.42057	1.00000	27	GO:0003712;GO:0003723;GO:0005515
cluster_2400	0.72873	0.53365	1.00000	13	GO:0001784;GO:0019207;GO:0036312;GO:0019903;GO:0005102;GO:0005096;GO:0046982;GO:0052742;GO:0019901;GO:0043559
cluster_2401	1.00000	1.00000	1.00000	19	GO:0033829
cluster_2402	0.94889	0.82406	1.00000	12	GO:0038187;GO:0003823;GO:0030246;GO:0005102
cluster_2403	0.98707	0.95098	1.00000	14	GO:0032896;GO:0004768
cluster_2404	0.81407	0.57911	1.00000	32	GO:0003688;GO:0003682;GO:0003697;GO:0003887
cluster_2405	1.00000	1.00000	1.00000	18	GO:0004146;GO:0004799
cluster_2406	1.00000	1.00000	1.00000	20	GO:0001609
cluster_2407	0.85714	0.75000	1.00000	7	GO:0031683;GO:0046935
cluster_2408	1.00000	1.00000	1.00000	15	GO:0005137;GO:0008083;GO:0005125
cluster_2409	0.89502	0.81242	1.00000	12	GO:1990460;GO:0005179
cluster_2410	0.96815	0.66667	1.00000	51	GO:0031386
cluster_2411	0.91513	0.66381	1.00000	13	GO:0004949
cluster_2412	0.90811	0.82324	1.00000	13	GO:0004668;GO:0005509;GO:0140993;GO:0042802;GO:0030331
cluster_2413	1.00000	1.00000	1.00000	63	GO:0046933
cluster_2414	1.00000	1.00000	1.00000	16	GO:0102721;GO:0106292;GO:0009916
cluster_2415	1.00000	1.00000	1.00000	23	GO:0047262
cluster_2416	1.00000	1.00000	1.00000	22	GO:0015211;GO:0005345
cluster_2417	0.78628	0.60946	1.00000	7	GO:0070026;GO:0051381
cluster_2418	0.70227	0.27717	1.00000	42	GO:0140104;GO:1901681;GO:0044620;GO:0072341;GO:0019842
cluster_2419	0.95543	0.70352	1.00000	60	GO:0030599;GO:0046910
cluster_2420	0.98422	0.87376	1.00000	16	GO:0042409
cluster_2421	0.93038	0.84997	1.00000	22	GO:0015666;GO:0016888;GO:0140657;GO:0003677;GO:0120545;GO:0005524
cluster_2422	1.00000	1.00000	1.00000	6	GO:0015109
cluster_2423	0.79668	0.63059	1.00000	7	GO:0004122;GO:0004124
cluster_2424	0.98594	0.92200	1.00000	71	GO:0004642
cluster_2425	1.00000	1.00000	1.00000	16	GO:0033816
cluster_2426	0.80453	0.58062	1.00000	9	GO:0016703
cluster_2427	1.00000	1.00000	1.00000	24	GO:0034023
cluster_2428	1.00000	1.00000	1.00000	29	GO:0034028;GO:0004638
cluster_2429	1.00000	1.00000	1.00000	29	GO:0043743
cluster_2430	0.99468	0.95067	1.00000	36	GO:0015423
cluster_2431	0.88325	0.66313	1.00000	15	GO:0003755
cluster_2432	0.97917	0.75000	1.00000	24	GO:0097351
cluster_2433	1.00000	1.00000	1.00000	11	GO:0004020;GO:0004781;GO:0003924;GO:0005525
cluster_2434	1.00000	1.00000	1.00000	18	GO:0016163
cluster_2435	0.94535	0.63621	1.00000	80	GO:0016163
cluster_2436	1.00000	1.00000	1.00000	12	GO:0016977
cluster_2437	0.95592	0.85726	1.00000	17	GO:0003810
cluster_2438	0.74755	0.34252	1.00000	127	GO:0004714;GO:0019838
cluster_2439	0.85596	0.62500	1.00000	16	GO:0003876
cluster_2440	1.00000	1.00000	1.00000	13	GO:0030250
cluster_2441	0.98984	0.85270	1.00000	29	GO:0051377
cluster_2442	0.97521	0.75000	1.00000	46	GO:0005183;GO:0031530
cluster_2443	0.74256	0.54366	1.00000	5	GO:0035226;GO:1990609
cluster_2444	1.00000	1.00000	1.00000	69	GO:0008270;GO:0005198;GO:0003723
cluster_2445	0.99581	0.93795	1.00000	48	GO:0004533;GO:0035613;GO:0003964;GO:0004190;GO:0003887;GO:0004523;GO:0008289;GO:0008270;GO:0003677;GO:0005198
cluster_2446	0.97450	0.77685	1.00000	42	GO:1990970;GO:0001070;GO:0004865;GO:0042805;GO:0030332;GO:0019904
cluster_2447	0.98524	0.53861	1.00000	88	GO:0003700;GO:0003723
cluster_2448	0.98092	0.66564	1.00000	39	GO:0042609
cluster_2449	1.00000	1.00000	1.00000	44	GO:0017124;GO:0005525
cluster_2450	0.98052	0.85390	1.00000	15	GO:0140693;GO:1990841;GO:0000978;GO:0000981
cluster_2451	1.00000	1.00000	1.00000	48	GO:0070186;GO:0005131
cluster_2452	1.00000	1.00000	1.00000	46	GO:0005212
cluster_2453	0.93629	0.59136	1.00000	17	GO:0030234;GO:0016491
cluster_2454	1.00000	1.00000	1.00000	34	GO:0005113;GO:0005509;GO:0008233
cluster_2455	0.67391	0.35151	1.00000	35	GO:0042803;GO:0004109;GO:0044183;GO:0008426;GO:0005080;GO:0061629
cluster_2456	0.90547	0.68749	1.00000	27	GO:0008301
cluster_2457	0.97337	0.84354	1.00000	65	GO:0004635;GO:0004636
cluster_2458	0.90759	0.69692	1.00000	29	GO:0004521
cluster_2459	1.00000	1.00000	1.00000	13	GO:0008419
cluster_2460	0.82873	0.42267	1.00000	41	GO:0042134
cluster_2461	0.78514	0.44473	1.00000	41	GO:0070990
cluster_2462	0.99069	0.86496	1.00000	29	GO:0003899;GO:0008270;GO:0003676
cluster_2463	0.98568	0.92123	1.00000	11	GO:1990838
cluster_2464	0.76914	0.49604	1.00000	16	GO:0140463;GO:0140110;GO:0003682;GO:0003723
cluster_2465	1.00000	1.00000	1.00000	2	GO:0070917
cluster_2466	0.63549	0.27010	1.00000	18	GO:1990837;GO:0003681;GO:0001067;GO:0000994;GO:0050811
cluster_2467	1.00000	1.00000	1.00000	24	GO:0018237;GO:0016151
cluster_2468	0.82549	0.55692	1.00000	26	GO:0140713;GO:0042393
cluster_2469	1.00000	1.00000	1.00000	13	GO:0004577
cluster_2470	1.00000	1.00000	1.00000	16	GO:0003688;GO:0003697
cluster_2471	0.73555	0.56669	1.00000	17	GO:0180020
cluster_2472	0.78939	0.51306	1.00000	9	GO:0019237
cluster_2473	0.77854	0.61156	1.00000	7	GO:0035612;GO:0032050;GO:0031419;GO:0005158;GO:0140318
cluster_2474	0.71419	0.41667	1.00000	37	GO:0005096;GO:0003924
cluster_2475	0.87979	0.74033	1.00000	21	GO:0045504
cluster_2476	0.88637	0.71593	1.00000	5	GO:0061676
cluster_2477	0.74335	0.48402	1.00000	34	GO:0005031
cluster_2478	0.82150	0.41356	1.00000	38	GO:0003823;GO:0005102
cluster_2479	0.86575	0.62966	1.00000	9	GO:0042978;GO:0004586
cluster_2480	0.76198	0.35918	1.00000	40	GO:0019904
cluster_2481	0.79179	0.46334	1.00000	29	GO:0140104
cluster_2482	0.84812	0.59952	1.00000	10	GO:0031369
cluster_2483	0.84655	0.40898	1.00000	53	GO:0023026;GO:0042605
cluster_2484	0.95149	0.76760	1.00000	24	GO:0030942;GO:0008312;GO:0003924;GO:0005525;GO:0019003
cluster_2485	0.95451	0.88451	1.00000	13	GO:0016918;GO:0009881;GO:0004930
cluster_2486	0.98179	0.82699	1.00000	19	GO:0019172
cluster_2487	0.75639	0.39321	1.00000	22	GO:0140713;GO:0042393;GO:0003682
cluster_2488	0.93780	0.86059	1.00000	21	GO:0016667
cluster_2489	0.89715	0.55809	1.00000	13	GO:0008307
cluster_2490	0.88409	0.63655	1.00000	48	GO:0008184
cluster_2491	0.97973	0.87425	1.00000	21	GO:0005502;GO:0008020
cluster_2492	0.74758	0.49947	1.00000	30	GO:0070679;GO:0015279
cluster_2493	1.00000	1.00000	1.00000	33	GO:0036094
